timestamp,goal_image,similarity_score,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769718957.773502,goal2.png,0.7796975374221802,0.3939771056175232,-0.682174563407898,-2.243391513824463,1.6466097831726074,1.0874961614608765,2.3701930046081543,0.2750258147716522,-0.7174930572509766,-2.043391466140747,1.8399693965911865,0.8874961733818054,2.57019305229187,-0.11895129084587097,-0.03531849384307861,0.20000000298023224,0.1933596134185791,-0.20000000298023224,0.20000000298023224
1769718957.8182933,goal2.png,0.7719994783401489,0.3891606628894806,-0.6829924583435059,-2.243361234664917,1.6465492248535156,1.0875113010406494,2.370208263397217,0.2760044038295746,-0.7165459990501404,-2.043361186981201,1.8428457975387573,0.8875113129615784,2.5702083110809326,-0.113156259059906,-0.03355354070663452,0.20000000298023224,0.1962965726852417,-0.20000000298023224,0.20000000298023224
1769718957.919236,goal2.png,0.7284238338470459,0.36114072799682617,-0.6973811984062195,-2.219703197479248,1.6818697452545166,1.0633383989334106,2.394653558731079,0.27556657791137695,-0.7107383012771606,-2.0197031497955322,1.8409130573272705,0.8633384108543396,2.594653606414795,-0.08557415008544922,-0.013357102870941162,0.20000000298023224,0.1590433120727539,-0.20000000298023224,0.20000000298023224
1769718958.0203977,goal2.png,0.7595990300178528,0.3222759962081909,-0.7088012099266052,-2.1788394451141357,1.7375160455703735,1.0293205976486206,2.4295802116394043,0.2717280387878418,-0.7023923993110657,-1.9819586277008057,1.8321468830108643,0.8293206095695496,2.6208431720733643,-0.05054795742034912,0.006408810615539551,0.19688081741333008,0.09463083744049072,-0.20000000298023224,0.19126296043395996
1769718958.1132386,goal2.png,0.7429280281066895,0.2925293445587158,-0.7106187343597412,-2.1495471000671387,1.7774709463119507,1.003981351852417,2.4552223682403564,0.2664470374584198,-0.6946535110473633,-1.9523885250091553,1.8165686130523682,0.803981363773346,2.6334896087646484,-0.02608230710029602,0.01596522331237793,0.1971585750579834,0.03909766674041748,-0.20000000298023224,0.178267240524292
1769718958.2145019,goal2.png,0.7063690423965454,0.2780194878578186,-0.7092858552932739,-2.108410596847534,1.8297247886657715,0.9666162133216858,2.4875893592834473,0.2594742774963379,-0.6916131973266602,-1.929020643234253,1.7984702587127686,0.7666162252426147,2.6456971168518066,-0.018545210361480713,0.01767265796661377,0.17938995361328125,-0.03125452995300293,-0.20000000298023224,0.15810775756835938
1769718958.313792,goal2.png,0.6837865114212036,0.2726578116416931,-0.7105278968811035,-2.0652143955230713,1.8216973543167114,0.9257371425628662,2.5172300338745117,0.2408343255519867,-0.6854841709136963,-1.9118852615356445,1.7752233743667603,0.7257371544837952,2.6556735038757324,-0.03182348608970642,0.025043725967407227,0.15332913398742676,-0.04647397994995117,-0.20000000298023224,0.1384434700012207
1769718958.4182656,goal2.png,0.6574379205703735,0.259753555059433,-0.7103763222694397,-2.009507417678833,1.7985846996307373,0.863032877445221,2.5485823154449463,0.20601677894592285,-0.6721763610839844,-1.9081788063049316,1.75894033908844,0.6630328893661499,2.664080858230591,-0.05373677611351013,0.03819996118545532,0.10132861137390137,-0.03964436054229736,-0.20000000298023224,0.11549854278564453
1769718958.5173516,goal2.png,0.767488956451416,0.2390338033437729,-0.7072563171386719,-1.9640089273452759,1.7789250612258911,0.8073562383651733,2.568908214569092,0.1757899671792984,-0.6656068563461304,-1.914167881011963,1.7520804405212402,0.6073562502861023,2.6816208362579346,-0.06324383616447449,0.041649460792541504,0.04984104633331299,-0.02684462070465088,-0.20000000298023224,0.11271262168884277
1769718958.617793,goal2.png,0.7716087102890015,0.2124071568250656,-0.7029851078987122,-1.9234479665756226,1.7635973691940308,0.7512252330780029,2.5815398693084717,0.1408282369375229,-0.6687377095222473,-1.9272834062576294,1.752145767211914,0.5512252449989319,2.710698127746582,-0.07157891988754272,0.034247398376464844,-0.003835439682006836,-0.0114516019821167,-0.20000000298023224,0.12915825843811035
1769718958.7187083,goal2.png,0.802016019821167,0.18156994879245758,-0.6941398978233337,-1.9192980527877808,1.7560547590255737,0.6986838579177856,2.5996696949005127,0.13079680502414703,-0.6806772351264954,-1.940441370010376,1.7636617422103882,0.520161509513855,2.7394487857818604,-0.05077314376831055,0.013462662696838379,-0.021143317222595215,0.007606983184814453,-0.17852234840393066,0.13977909088134766
1769718958.8184137,goal2.png,0.8130421042442322,0.1464313417673111,-0.6962299942970276,-1.930596947669983,1.7560242414474487,0.6481872200965881,2.6243879795074463,0.1392899602651596,-0.6887718439102173,-1.9352877140045166,1.7654802799224854,0.5174124240875244,2.7430806159973145,-0.007141381502151489,0.007458150386810303,-0.004690766334533691,0.009456038475036621,-0.13077479600906372,0.11869263648986816
1769718958.9174953,goal2.png,0.7498874664306641,0.13646522164344788,-0.7054993510246277,-1.9378063678741455,1.7612346410751343,0.6098224520683289,2.654846429824829,0.16547241806983948,-0.6871430277824402,-1.8982406854629517,1.729434609413147,0.5613346099853516,2.7007579803466797,0.0290071964263916,0.0183563232421875,0.03956568241119385,-0.031800031661987305,-0.048487842082977295,0.045911550521850586
1769718959.0126114,goal2.png,0.6704822778701782,0.13967622816562653,-0.710679292678833,-1.938260793685913,1.7633851766586304,0.5835138559341431,2.6788527965545654,0.18121594190597534,-0.6806880831718445,-1.8679945468902588,1.6991214752197266,0.5835276246070862,2.666478395462036,0.041539713740348816,0.029991209506988525,0.0702662467956543,-0.06426370143890381,1.3768672943115234e-05,-0.012374401092529297
1769718959.1139333,goal2.png,0.6643540859222412,0.1584874838590622,-0.7126482725143433,-1.916874647140503,1.740666389465332,0.5490870475769043,2.7124011516571045,0.17866496741771698,-0.6596131920814514,-1.8496124744415283,1.6710004806518555,0.5493476390838623,2.628695011138916,0.020177483558654785,0.053035080432891846,0.06726217269897461,-0.06966590881347656,0.0002605915069580078,-0.08370614051818848
1769718959.2187762,goal2.png,0.6893142461776733,0.17669294774532318,-0.7057720422744751,-1.8786159753799438,1.7004992961883545,0.565717339515686,2.6653881072998047,0.1576692909002304,-0.6450418829917908,-1.8702964782714844,1.6969810724258423,0.45773202180862427,2.6395397186279297,-0.019023656845092773,0.060730159282684326,0.008319497108459473,-0.003518223762512207,-0.10798531770706177,-0.025848388671875
1769718959.3186095,goal2.png,0.7416843771934509,0.17490576207637787,-0.6913530230522156,-1.8668019771575928,1.6854138374328613,0.5382122993469238,2.6434566974639893,0.14428970217704773,-0.6522103548049927,-1.8942229747772217,1.7469794750213623,0.36802542209625244,2.674741268157959,-0.03061605989933014,0.0391426682472229,-0.027420997619628906,0.06156563758850098,-0.1701868772506714,0.03128457069396973
1769718959.4177403,goal2.png,0.7396299839019775,0.1605776697397232,-0.6768734455108643,-1.876192569732666,1.7011353969573975,0.47314512729644775,2.6408514976501465,0.1546640694141388,-0.6750443577766418,-1.9010206460952759,1.8068233728408813,0.29169610142707825,2.7089242935180664,-0.005913600325584412,0.0018290877342224121,-0.024828076362609863,0.10568797588348389,-0.1814490258693695,0.06807279586791992
1769718959.5211058,goal2.png,0.669504702091217,0.15018750727176666,-0.6761767864227295,-1.886885643005371,1.727640986442566,0.4285099506378174,2.645289421081543,0.16159874200820923,-0.691590428352356,-1.9080078601837158,1.8470275402069092,0.2450251579284668,2.733462333679199,0.011411234736442566,-0.015413641929626465,-0.021122217178344727,0.11938655376434326,-0.18348479270935059,0.08817291259765625
1769718959.6138656,goal2.png,0.6381815671920776,0.15103572607040405,-0.6911107897758484,-1.8991235494613647,1.778046727180481,0.36900144815444946,2.6569669246673584,0.17048770189285278,-0.6840487122535706,-1.9134888648986816,1.8551607131958008,0.2556076943874359,2.733734607696533,0.01945197582244873,0.007062077522277832,-0.014365315437316895,0.07711398601531982,-0.11339375376701355,0.0767676830291748
1769718959.7151222,goal2.png,0.5869944095611572,0.16121375560760498,-0.7091950178146362,-1.90769624710083,1.823878288269043,0.31550586223602295,2.67856502532959,0.17288661003112793,-0.6597900390625,-1.9102134704589844,1.833449125289917,0.29104936122894287,2.713606834411621,0.01167285442352295,0.04940497875213623,-0.002517223358154297,0.009570837020874023,-0.024456501007080078,0.03504180908203125
1769718959.8143778,goal2.png,0.6115694046020508,0.16848382353782654,-0.7118910551071167,-1.9134819507598877,1.844688892364502,0.2792312502861023,2.7118406295776367,0.19805684685707092,-0.6366673707962036,-1.8904945850372314,1.8254085779190063,0.2913787364959717,2.6808018684387207,0.029573023319244385,0.07522368431091309,0.02298736572265625,-0.019280314445495605,0.012147486209869385,-0.031038761138916016
1769718959.912975,goal2.png,0.5797297954559326,0.17011959850788116,-0.6980475783348083,-1.9137848615646362,1.8384488821029663,0.2804732024669647,2.719292640686035,0.21926668286323547,-0.61758953332901,-1.886746883392334,1.8314229249954224,0.2692767083644867,2.6740970611572266,0.04914708435535431,0.08045804500579834,0.027037978172302246,-0.007025957107543945,-0.011196494102478027,-0.045195579528808594
1769718960.0116591,goal2.png,0.6240935325622559,0.1889006644487381,-0.6741775274276733,-1.9025465250015259,1.8297853469848633,0.2886368930339813,2.6929233074188232,0.22111940383911133,-0.6003991961479187,-1.8877592086791992,1.8291642665863037,0.2659464180469513,2.670468330383301,0.03221873939037323,0.07377833127975464,0.01478731632232666,-0.0006210803985595703,-0.02269047498703003,-0.02245497703552246
1769718960.1147845,goal2.png,0.524162769317627,0.21301302313804626,-0.6545180082321167,-1.8964881896972656,1.8305425643920898,0.2758082151412964,2.6800947189331055,0.21418526768684387,-0.5811423063278198,-1.871263027191162,1.8211253881454468,0.28193461894989014,2.64058518409729,0.0011722445487976074,0.07337570190429688,0.025225162506103516,-0.009417176246643066,0.00612640380859375,-0.03950953483581543
1769718960.2125404,goal2.png,0.5426418781280518,0.2208888977766037,-0.6360399127006531,-1.894791841506958,1.830148696899414,0.2695680558681488,2.6741273403167725,0.2192600667476654,-0.5715574026107788,-1.8380951881408691,1.8252805471420288,0.32776492834091187,2.595303535461426,-0.0016288310289382935,0.06448251008987427,0.05669665336608887,-0.004868149757385254,0.05819687247276306,-0.07882380485534668
1769718960.3151414,goal2.png,0.5903828740119934,0.21501228213310242,-0.6182283759117126,-1.8836746215820312,1.8241208791732788,0.2777620553970337,2.6519081592559814,0.22317925095558167,-0.559962809085846,-1.797802448272705,1.819503664970398,0.384906530380249,2.5372767448425293,0.008166968822479248,0.0582655668258667,0.08587217330932617,-0.004617214202880859,0.10714447498321533,-0.11463141441345215
1769718960.412961,goal2.png,0.5188696384429932,0.21573927998542786,-0.602809727191925,-1.8573509454727173,1.8244538307189941,0.311704158782959,2.6138463020324707,0.21148699522018433,-0.5434618592262268,-1.778712511062622,1.7985668182373047,0.4350184500217438,2.4948503971099854,-0.00425228476524353,0.05934786796569824,0.07863843441009521,-0.025887012481689453,0.12331429123878479,-0.11899590492248535
